date,currency_code,price_in_PLN_raw,ingest_date,rate_type,update_frequency,day,month,year
2025-11-26,BND,2.8166,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,FJD,1.6047,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,SRD,0.0945,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,SRD,0.0953,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,ZMW,0.1610,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,DZD,0.0278,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,PAB,3.5976,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,CDF,0.0016,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,LAK,0.0002,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,KES,0.0282,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,CVE,0.0382,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,AFN,0.0548,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,XPF,0.0353,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,GTQ,0.4785,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,PYG,0.0005,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,MUR,0.0793,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,COP,0.0010,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,SLE,0.1508,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,COP,0.0010,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,AMD,0.0096,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,KES,0.0282,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,XCD,1.3554,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,DJF,0.0206,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,AOA,0.0040,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,SDG,0.0060,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,MKD,0.0688,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,RWF,0.0025,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,PKR,0.0128,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,KWD,11.8150,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,TOP,1.5125,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,BIF,0.0012,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,ALL,0.0438,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,ZWG,0.1395,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,BBD,1.8043,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,NPR,0.0249,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,SSP,0.0008,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,AED,0.9894,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,BOB,0.5286,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,WST,1.3027,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,SCR,0.2631,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,MDL,0.2148,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,VUV,0.0294,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,GTQ,0.4739,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,GYD,0.0172,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,AMD,0.0095,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,VUV,0.0295,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,MZN,0.0563,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,TWD,0.1143,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,JOD,5.1699,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,LSL,0.2132,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,TZS,0.0015,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,IRR,0.0001,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,LKR,0.0118,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,SSP,0.0008,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,TZS,0.0015,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,TND,1.2317,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,SVC,0.4178,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,AOA,0.0039,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,HNL,0.1365,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,FJD,1.6032,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,SBD,0.4455,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,LRD,0.0203,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,VUV,0.0301,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,AMD,0.0095,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,LSL,0.2145,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,MAD,0.3922,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,AWG,2.0045,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,SVC,0.4108,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,SZL,0.2145,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,CUP,3.6656,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,MGA,0.0008,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,BAM,2.1636,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,CDF,0.0016,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,TJS,0.3963,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,XAF,0.0064,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,PYG,0.0005,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,MKD,0.0688,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,DJF,0.0204,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,TJS,0.3955,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,DOP,0.0571,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,LKR,0.0118,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,JOD,5.1256,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,QAR,1.0057,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,AED,0.9960,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,FJD,1.5773,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,BND,2.7825,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,BIF,0.0012,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,YER,0.0152,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,XAF,0.0065,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,GHS,0.3129,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,SAR,0.9588,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,DJF,0.0202,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,MNT,0.0010,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,AFN,0.0548,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,MRU,0.0914,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,GHS,0.3195,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,NAD,0.2145,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,LSL,0.2132,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,KHR,0.0009,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,SBD,0.4484,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,RWF,0.0025,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,BZD,1.8188,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,PYG,0.0005,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,HTG,0.0278,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,DOP,0.0575,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,VND,0.0001,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,BAM,2.1579,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,IQD,0.0028,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,ARS,0.0026,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,ALL,0.0438,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,MZN,0.0572,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,SZL,0.2132,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,NAD,0.2132,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,IQD,0.0027,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,GIP,4.8190,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,GNF,0.0004,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,MNT,0.0010,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,SDG,0.0061,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,WST,1.3065,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,VND,0.0001,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,BND,2.8058,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,RSD,0.0359,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,SYP,0.0003,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,PGK,0.8635,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,BZD,1.8069,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,MMK,0.0017,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,NGN,0.0025,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,MMK,0.0017,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,RSD,0.0361,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,TMT,1.0280,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,MAD,0.3947,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,LYD,0.6638,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,CUP,3.5976,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,NAD,0.2132,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,BZD,1.7883,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,TND,1.2364,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,SCR,0.2648,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,NIO,0.0977,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,MRU,0.0916,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,BWP,0.2738,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,RWF,0.0025,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,MMK,0.0017,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,YER,0.0152,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,JMD,0.0228,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,LKR,0.0119,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,KMF,0.0086,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,BHD,9.7225,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,IQD,0.0028,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,OMR,9.5011,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,MKD,0.0686,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,VES,0.0146,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,DOP,0.0563,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,GYD,0.0175,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,MGA,0.0008,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,BIF,0.0012,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,XOF,0.0064,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,MWK,0.0021,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,LKR,0.0119,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,VUV,0.0302,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,MAD,0.3924,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,NGN,0.0025,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,OMR,9.3424,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,VND,0.0001,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,LSL,0.2130,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,BYN,1.0710,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,HNL,0.1378,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,WST,1.2979,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,IRR,0.0001,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,KZT,0.0072,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,GYD,0.0174,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,CUP,3.6329,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,BDT,0.0297,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,NIO,0.0986,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,PKR,0.0129,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,ETB,0.0235,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,STN,0.1710,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,LYD,0.6669,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,BBD,1.8012,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,XCD,1.3524,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,KWD,11.7211,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,UGX,0.0010,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,SYP,0.0003,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,JMD,0.0226,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,KGS,0.0415,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,GMD,0.0484,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,MGA,0.0008,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,TTD,0.5405,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,LYD,0.6688,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,BZD,1.8038,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,LRD,0.0205,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,KMF,0.0086,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,GIP,4.7937,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,MWK,0.0021,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,MNT,0.0010,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,BYN,1.0735,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,TWD,0.1173,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,CRC,0.0073,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,UYU,0.0924,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,AZN,2.1156,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,GNF,0.0004,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,UZS,0.0003,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,PAB,3.6333,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,MAD,0.3956,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,YER,0.0153,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,RUB,0.0445,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,MDL,0.2139,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,PEN,1.0677,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,SZL,0.2132,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,TTD,0.5366,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,SAR,0.9667,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,LAK,0.0002,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,XCD,1.3296,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,TOP,1.5031,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,TWD,0.1166,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,SZL,0.2129,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,XOF,0.0065,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,UYU,0.0921,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,BBD,1.7857,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,GTQ,0.4745,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,CVE,0.0382,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,ERN,0.2432,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,NIO,0.0988,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,SVC,0.4151,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,ETB,0.0237,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,HNL,0.1389,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,RWF,0.0025,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,MRU,0.0901,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,AWG,2.0082,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,TZS,0.0015,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,MOP,0.4567,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,BWP,0.2724,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,IQD,0.0028,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,JOD,5.1594,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,GEL,1.3341,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,HTG,0.0279,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,LRD,0.0206,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,VND,0.0001,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,SLE,0.1583,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,CDF,0.0016,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,AFN,0.0552,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,ETB,0.0233,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,BDT,0.0299,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,LRD,0.0206,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,EGP,0.0774,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,XCG,2.0339,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,PEN,1.0791,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,SYP,0.0003,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,AZN,2.1340,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,OMR,9.5211,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,FJD,1.5965,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,KMF,0.0086,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,HTG,0.0280,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,SCR,0.2652,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,QAR,0.9972,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,GTQ,0.4696,2025-12-19,B,WEEKLY,17,12,2025
2025-12-17,UGX,0.0010,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,PEN,1.0848,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,SLE,0.1518,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,MRU,0.0908,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,TTD,0.5389,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,MGA,0.0008,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,PAB,3.6578,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,BOB,0.5186,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,LSL,0.2131,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,NIO,0.0994,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,MVR,0.2326,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,IQD,0.0028,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,MZN,0.0566,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,AWG,2.0210,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,DOP,0.0575,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,SVC,0.4144,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,SYP,0.0003,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,CRC,0.0074,2025-12-19,B,WEEKLY,3,12,2025
2025-12-17,JMD,0.0225,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,IRR,0.0001,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,TWD,0.1164,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,SVC,0.4187,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,BBD,1.8162,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,KGS,0.0418,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,STN,0.1710,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,COP,0.0009,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,SDG,0.0061,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,NPR,0.0252,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,MRU,0.0910,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,UZS,0.0003,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,DZD,0.0281,2025-12-19,B,WEEKLY,19,11,2025
2025-12-17,BWP,0.2723,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,GIP,4.8363,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,RUB,0.0464,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,BIF,0.0012,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,VES,0.0150,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,ZMW,0.1606,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,NAD,0.2129,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,MUR,0.0798,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,PKR,0.0129,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,GHS,0.3273,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,BIF,0.0012,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,SSP,0.0008,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,BAM,2.1558,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,AWG,2.0250,2025-12-19,B,WEEKLY,19,11,2025
2025-12-10,PGK,0.8423,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,RSD,0.0360,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,QAR,1.0037,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,TZS,0.0015,2025-12-19,B,WEEKLY,26,11,2025
2025-11-19,LRD,0.0203,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,MVR,0.2366,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,XOF,0.0064,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,MVR,0.2347,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,EGP,0.0758,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,SAR,0.9753,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,KWD,11.8388,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,KZT,0.0070,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,BSD,3.6578,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,SDG,0.0061,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,TMT,1.0383,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,QAR,0.9955,2025-12-19,B,WEEKLY,10,12,2025
2025-11-19,MKD,0.0689,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,GMD,0.0505,2025-12-19,B,WEEKLY,19,11,2025
2025-11-19,MMK,0.0017,2025-12-19,B,WEEKLY,19,11,2025
2025-11-26,DJF,0.0205,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,AED,0.9793,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,TJS,0.3949,2025-12-19,B,WEEKLY,26,11,2025
2025-11-26,BAM,2.1589,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,AOA,0.0039,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,SOS,0.0064,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,UYU,0.0923,2025-12-19,B,WEEKLY,17,12,2025
2025-12-03,BSD,3.6333,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,BWP,0.2723,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,GMD,0.0489,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,ARS,0.0025,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,HTG,0.0277,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,KES,0.0279,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,UGX,0.0010,2025-12-19,B,WEEKLY,26,11,2025
2025-12-10,STN,0.1708,2025-12-19,B,WEEKLY,10,12,2025
2025-12-10,SRD,0.0940,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,CDF,0.0016,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,CRC,0.0072,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,DOP,0.0585,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,UZS,0.0003,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,CRC,0.0074,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,SSP,0.0008,2025-12-19,B,WEEKLY,17,12,2025
2025-11-26,MMK,0.0017,2025-12-19,B,WEEKLY,26,11,2025
2025-12-17,ZWG,0.1374,2025-12-19,B,WEEKLY,17,12,2025
2025-11-19,XPF,0.0356,2025-12-19,B,WEEKLY,19,11,2025
2025-12-03,MOP,0.4534,2025-12-19,B,WEEKLY,3,12,2025
2025-11-26,NPR,0.0256,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,DZD,0.0279,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,ZWG,0.1387,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,XAF,0.0063,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,AED,0.9878,2025-12-19,B,WEEKLY,10,12,2025
2025-11-26,MWK,0.0021,2025-12-19,B,WEEKLY,26,11,2025
2025-12-03,ZMW,0.1582,2025-12-19,B,WEEKLY,3,12,2025
2025-12-10,TMT,1.0374,2025-12-19,B,WEEKLY,10,12,2025
2025-12-17,ETB,0.0231,2025-12-19,B,WEEKLY,17,12,2025
2025-12-10,PYG,0.0005,2025-12-19,B,WEEKLY,10,12,2025
2025-12-03,XOF,0.0064,2025-12-19,B,WEEKLY,3,12,2025
2025-12-03,ERN,0.2411,2025-12-19,B,WEEKLY,3,12,2025
2025-11-19,TOP,1.5655,2025-12-19,B,WEEKLY,19,11,2025
