date,currency_code,price_in_PLN_raw,ingest_date,rate_type,update_frequency,day,month,year
2025-12-08,PHP,0.0615,2025-12-19,A,DAILY,8,12,2025
2025-12-12,INR,0.0398,2025-12-19,A,DAILY,12,12,2025
2025-12-19,PHP,0.0612,2025-12-19,A,DAILY,19,12,2025
2025-12-12,NZD,2.0950,2025-12-19,A,DAILY,12,12,2025
2025-12-05,ISK,0.0284,2025-12-19,A,DAILY,5,12,2025
2025-12-16,ILS,1.1170,2025-12-19,A,DAILY,16,12,2025
2025-12-19,IDR,0.0002,2025-12-19,A,DAILY,19,12,2025
2025-11-25,JPY,0.0235,2025-12-19,A,DAILY,25,11,2025
2025-11-21,TRY,0.0868,2025-12-19,A,DAILY,21,11,2025
2025-12-03,MXN,0.1989,2025-12-19,A,DAILY,3,12,2025
2025-12-16,SEK,0.3863,2025-12-19,A,DAILY,16,12,2025
2025-12-02,INR,0.0406,2025-12-19,A,DAILY,2,12,2025
2025-12-09,INR,0.0404,2025-12-19,A,DAILY,9,12,2025
2025-12-01,XDR,4.9715,2025-12-19,A,DAILY,1,12,2025
2025-12-16,KRW,0.0024,2025-12-19,A,DAILY,16,12,2025
2025-12-05,THB,0.1140,2025-12-19,A,DAILY,5,12,2025
2025-12-10,ISK,0.0284,2025-12-19,A,DAILY,10,12,2025
2025-11-28,CHF,4.5416,2025-12-19,A,DAILY,28,11,2025
2025-12-15,ISK,0.0284,2025-12-19,A,DAILY,15,12,2025
2025-12-10,BGN,2.1614,2025-12-19,A,DAILY,10,12,2025
2025-11-27,XDR,4.9696,2025-12-19,A,DAILY,27,11,2025
2025-12-12,BRL,0.6665,2025-12-19,A,DAILY,12,12,2025
2025-12-11,ZAR,0.2137,2025-12-19,A,DAILY,11,12,2025
2025-11-21,CLP,0.0040,2025-12-19,A,DAILY,21,11,2025
2025-12-01,CAD,2.6017,2025-12-19,A,DAILY,1,12,2025
2025-12-03,RON,0.8312,2025-12-19,A,DAILY,3,12,2025
2025-12-10,IDR,0.0002,2025-12-19,A,DAILY,10,12,2025
2025-12-16,ZAR,0.2138,2025-12-19,A,DAILY,16,12,2025
2025-12-18,UAH,0.0847,2025-12-19,A,DAILY,18,12,2025
2025-12-12,XDR,4.9698,2025-12-19,A,DAILY,12,12,2025
2025-12-15,NOK,0.3547,2025-12-19,A,DAILY,15,12,2025
2025-12-15,CNY,0.5098,2025-12-19,A,DAILY,15,12,2025
2025-12-09,UAH,0.0862,2025-12-19,A,DAILY,9,12,2025
2025-12-02,NZD,2.0877,2025-12-19,A,DAILY,2,12,2025
2025-11-20,CNY,0.5156,2025-12-19,A,DAILY,20,11,2025
2025-11-26,ZAR,0.2132,2025-12-19,A,DAILY,26,11,2025
2025-12-15,GBP,4.8098,2025-12-19,A,DAILY,15,12,2025
2025-12-08,ZAR,0.2137,2025-12-19,A,DAILY,8,12,2025
2025-12-05,XDR,4.9756,2025-12-19,A,DAILY,5,12,2025
2025-12-09,GBP,4.8499,2025-12-19,A,DAILY,9,12,2025
2025-12-09,XDR,4.9779,2025-12-19,A,DAILY,9,12,2025
2025-11-28,PHP,0.0625,2025-12-19,A,DAILY,28,11,2025
2025-11-24,CNY,0.5167,2025-12-19,A,DAILY,24,11,2025
2025-12-04,HKD,0.4654,2025-12-19,A,DAILY,4,12,2025
2025-12-19,EUR,4.2094,2025-12-19,A,DAILY,19,12,2025
2025-12-09,HKD,0.4670,2025-12-19,A,DAILY,9,12,2025
2025-12-18,CHF,4.5064,2025-12-19,A,DAILY,18,12,2025
2025-12-01,AUD,2.3830,2025-12-19,A,DAILY,1,12,2025
2025-12-03,HUF,0.0111,2025-12-19,A,DAILY,3,12,2025
2025-12-08,INR,0.0403,2025-12-19,A,DAILY,8,12,2025
2025-11-20,UAH,0.0871,2025-12-19,A,DAILY,20,11,2025
2025-12-08,XDR,4.9719,2025-12-19,A,DAILY,8,12,2025
2025-12-02,MXN,0.1993,2025-12-19,A,DAILY,2,12,2025
2025-12-18,JPY,0.0230,2025-12-19,A,DAILY,18,12,2025
2025-11-21,BRL,0.6913,2025-12-19,A,DAILY,21,11,2025
2025-11-24,ILS,1.1207,2025-12-19,A,DAILY,24,11,2025
2025-11-26,GBP,4.8190,2025-12-19,A,DAILY,26,11,2025
2025-12-18,PHP,0.0612,2025-12-19,A,DAILY,18,12,2025
2025-12-01,NZD,2.0876,2025-12-19,A,DAILY,1,12,2025
2025-12-18,SEK,0.3856,2025-12-19,A,DAILY,18,12,2025
2025-11-28,HUF,0.0111,2025-12-19,A,DAILY,28,11,2025
2025-12-15,BGN,2.1572,2025-12-19,A,DAILY,15,12,2025
2025-12-04,HUF,0.0111,2025-12-19,A,DAILY,4,12,2025
2025-11-24,ISK,0.0288,2025-12-19,A,DAILY,24,11,2025
2025-11-19,SEK,0.3865,2025-12-19,A,DAILY,19,11,2025
2025-11-24,USD,3.6726,2025-12-19,A,DAILY,24,11,2025
2025-11-24,RON,0.8324,2025-12-19,A,DAILY,24,11,2025
2025-12-17,MXN,0.2002,2025-12-19,A,DAILY,17,12,2025
2025-11-19,CLP,0.0039,2025-12-19,A,DAILY,19,11,2025
2025-12-05,RON,0.8312,2025-12-19,A,DAILY,5,12,2025
2025-12-11,JPY,0.0232,2025-12-19,A,DAILY,11,12,2025
2025-12-17,RON,0.8275,2025-12-19,A,DAILY,17,12,2025
2025-11-21,BGN,2.1724,2025-12-19,A,DAILY,21,11,2025
2025-12-10,CAD,2.6220,2025-12-19,A,DAILY,10,12,2025
2025-12-17,SGD,2.7839,2025-12-19,A,DAILY,17,12,2025
2025-12-08,MYR,0.8826,2025-12-19,A,DAILY,8,12,2025
2025-11-25,CNY,0.5175,2025-12-19,A,DAILY,25,11,2025
2025-12-02,TRY,0.0860,2025-12-19,A,DAILY,2,12,2025
2025-11-24,INR,0.0412,2025-12-19,A,DAILY,24,11,2025
2025-11-19,THB,0.1131,2025-12-19,A,DAILY,19,11,2025
2025-11-27,CAD,2.5994,2025-12-19,A,DAILY,27,11,2025
2025-12-04,CLP,0.0039,2025-12-19,A,DAILY,4,12,2025
2025-12-10,BRL,0.6686,2025-12-19,A,DAILY,10,12,2025
2025-12-10,JPY,0.0232,2025-12-19,A,DAILY,10,12,2025
2025-12-19,USD,3.5941,2025-12-19,A,DAILY,19,12,2025
2025-11-28,XDR,4.9813,2025-12-19,A,DAILY,28,11,2025
2025-12-09,USD,3.6336,2025-12-19,A,DAILY,9,12,2025
2025-11-26,UAH,0.0865,2025-12-19,A,DAILY,26,11,2025
2025-12-19,ISK,0.0286,2025-12-19,A,DAILY,19,12,2025
2025-12-17,TRY,0.0841,2025-12-19,A,DAILY,17,12,2025
2025-11-25,SEK,0.3836,2025-12-19,A,DAILY,25,11,2025
2025-11-27,SEK,0.3847,2025-12-19,A,DAILY,27,11,2025
2025-11-28,TRY,0.0861,2025-12-19,A,DAILY,28,11,2025
2025-11-20,MYR,0.8826,2025-12-19,A,DAILY,20,11,2025
2025-12-02,BRL,0.6815,2025-12-19,A,DAILY,2,12,2025
2025-11-28,USD,3.6624,2025-12-19,A,DAILY,28,11,2025
2025-12-03,INR,0.0403,2025-12-19,A,DAILY,3,12,2025
2025-11-20,ILS,1.1243,2025-12-19,A,DAILY,20,11,2025
2025-12-17,CLP,0.0039,2025-12-19,A,DAILY,17,12,2025
2025-12-19,XDR,4.9490,2025-12-19,A,DAILY,19,12,2025
2025-12-12,HKD,0.4627,2025-12-19,A,DAILY,12,12,2025
2025-12-15,ZAR,0.2136,2025-12-19,A,DAILY,15,12,2025
2025-11-27,ISK,0.0287,2025-12-19,A,DAILY,27,11,2025
2025-12-08,CZK,0.1746,2025-12-19,A,DAILY,8,12,2025
2025-11-27,IDR,0.0002,2025-12-19,A,DAILY,27,11,2025
2025-11-27,AUD,2.3818,2025-12-19,A,DAILY,27,11,2025
2025-12-16,ISK,0.0285,2025-12-19,A,DAILY,16,12,2025
2025-11-25,AUD,2.3687,2025-12-19,A,DAILY,25,11,2025
2025-12-04,JPY,0.0234,2025-12-19,A,DAILY,4,12,2025
2025-11-21,INR,0.0412,2025-12-19,A,DAILY,21,11,2025
2025-11-24,IDR,0.0002,2025-12-19,A,DAILY,24,11,2025
2025-12-05,CHF,4.5236,2025-12-19,A,DAILY,5,12,2025
2025-11-27,THB,0.1133,2025-12-19,A,DAILY,27,11,2025
2025-12-10,GBP,4.8363,2025-12-19,A,DAILY,10,12,2025
2025-11-19,MXN,0.2000,2025-12-19,A,DAILY,19,11,2025
2025-12-04,KRW,0.0025,2025-12-19,A,DAILY,4,12,2025
2025-12-18,GBP,4.7912,2025-12-19,A,DAILY,18,12,2025
2025-11-24,SEK,0.3848,2025-12-19,A,DAILY,24,11,2025
2025-11-25,CZK,0.1752,2025-12-19,A,DAILY,25,11,2025
2025-12-01,IDR,0.0002,2025-12-19,A,DAILY,1,12,2025
2025-12-08,ISK,0.0284,2025-12-19,A,DAILY,8,12,2025
2025-11-20,AUD,2.3784,2025-12-19,A,DAILY,20,11,2025
2025-11-20,CZK,0.1749,2025-12-19,A,DAILY,20,11,2025
2025-11-26,DKK,0.5668,2025-12-19,A,DAILY,26,11,2025
2025-12-02,HUF,0.0111,2025-12-19,A,DAILY,2,12,2025
2025-11-27,CHF,4.5318,2025-12-19,A,DAILY,27,11,2025
2025-12-08,UAH,0.0862,2025-12-19,A,DAILY,8,12,2025
2025-12-17,GBP,4.7937,2025-12-19,A,DAILY,17,12,2025
2025-12-09,SEK,0.3890,2025-12-19,A,DAILY,9,12,2025
2025-12-17,BRL,0.6530,2025-12-19,A,DAILY,17,12,2025
2025-12-10,HKD,0.4669,2025-12-19,A,DAILY,10,12,2025
2025-12-19,UAH,0.0851,2025-12-19,A,DAILY,19,12,2025
2025-12-19,JPY,0.0229,2025-12-19,A,DAILY,19,12,2025
2025-12-12,CZK,0.1744,2025-12-19,A,DAILY,12,12,2025
2025-11-26,RON,0.8316,2025-12-19,A,DAILY,26,11,2025
2025-12-08,BGN,2.1622,2025-12-19,A,DAILY,8,12,2025
2025-12-11,KRW,0.0025,2025-12-19,A,DAILY,11,12,2025
2025-12-04,UAH,0.0858,2025-12-19,A,DAILY,4,12,2025
2025-12-05,TRY,0.0853,2025-12-19,A,DAILY,5,12,2025
2025-12-16,MXN,0.2000,2025-12-19,A,DAILY,16,12,2025
2025-12-08,CNY,0.5134,2025-12-19,A,DAILY,8,12,2025
2025-11-20,THB,0.1131,2025-12-19,A,DAILY,20,11,2025
2025-12-01,NOK,0.3592,2025-12-19,A,DAILY,1,12,2025
2025-12-02,KRW,0.0025,2025-12-19,A,DAILY,2,12,2025
2025-12-05,NOK,0.3594,2025-12-19,A,DAILY,5,12,2025
2025-11-19,KRW,0.0025,2025-12-19,A,DAILY,19,11,2025
2025-11-25,THB,0.1135,2025-12-19,A,DAILY,25,11,2025
2025-12-04,DKK,0.5664,2025-12-19,A,DAILY,4,12,2025
2025-11-20,ZAR,0.2133,2025-12-19,A,DAILY,20,11,2025
2025-11-24,CHF,4.5496,2025-12-19,A,DAILY,24,11,2025
2025-12-12,SGD,2.7896,2025-12-19,A,DAILY,12,12,2025
2025-12-08,TRY,0.0853,2025-12-19,A,DAILY,8,12,2025
2025-11-24,GBP,4.8073,2025-12-19,A,DAILY,24,11,2025
2025-11-24,MXN,0.1989,2025-12-19,A,DAILY,24,11,2025
2025-12-08,CHF,4.5132,2025-12-19,A,DAILY,8,12,2025
2025-11-20,MXN,0.2000,2025-12-19,A,DAILY,20,11,2025
2025-12-09,CNY,0.5144,2025-12-19,A,DAILY,9,12,2025
2025-11-20,GBP,4.7977,2025-12-19,A,DAILY,20,11,2025
2025-12-04,BGN,2.1627,2025-12-19,A,DAILY,4,12,2025
2025-12-17,HKD,0.4624,2025-12-19,A,DAILY,17,12,2025
2025-12-08,SGD,2.8000,2025-12-19,A,DAILY,8,12,2025
2025-12-12,TRY,0.0843,2025-12-19,A,DAILY,12,12,2025
2025-11-19,MYR,0.8833,2025-12-19,A,DAILY,19,11,2025
2025-11-25,HUF,0.0111,2025-12-19,A,DAILY,25,11,2025
2025-12-19,CZK,0.1728,2025-12-19,A,DAILY,19,12,2025
2025-12-16,JPY,0.0232,2025-12-19,A,DAILY,16,12,2025
2025-12-10,NZD,2.1021,2025-12-19,A,DAILY,10,12,2025
2025-11-26,BGN,2.1643,2025-12-19,A,DAILY,26,11,2025
2025-12-01,UAH,0.0859,2025-12-19,A,DAILY,1,12,2025
2025-11-20,ISK,0.0288,2025-12-19,A,DAILY,20,11,2025
2025-11-26,MXN,0.1988,2025-12-19,A,DAILY,26,11,2025
2025-12-08,EUR,4.2289,2025-12-19,A,DAILY,8,12,2025
2025-11-27,MXN,0.1989,2025-12-19,A,DAILY,27,11,2025
2025-12-09,THB,0.1142,2025-12-19,A,DAILY,9,12,2025
2025-11-19,CZK,0.1755,2025-12-19,A,DAILY,19,11,2025
2025-11-27,KRW,0.0025,2025-12-19,A,DAILY,27,11,2025
2025-12-01,TRY,0.0858,2025-12-19,A,DAILY,1,12,2025
2025-12-01,MXN,0.1990,2025-12-19,A,DAILY,1,12,2025
2025-11-26,NOK,0.3580,2025-12-19,A,DAILY,26,11,2025
2025-11-24,JPY,0.0234,2025-12-19,A,DAILY,24,11,2025
2025-12-11,ISK,0.0285,2025-12-19,A,DAILY,11,12,2025
2025-12-04,CHF,4.5290,2025-12-19,A,DAILY,4,12,2025
2025-11-19,ISK,0.0289,2025-12-19,A,DAILY,19,11,2025
2025-11-21,SEK,0.3849,2025-12-19,A,DAILY,21,11,2025
2025-12-03,GBP,4.8244,2025-12-19,A,DAILY,3,12,2025
2025-11-21,USD,3.6868,2025-12-19,A,DAILY,21,11,2025
2025-11-21,MYR,0.8886,2025-12-19,A,DAILY,21,11,2025
2025-11-25,MYR,0.8871,2025-12-19,A,DAILY,25,11,2025
2025-12-08,USD,3.6300,2025-12-19,A,DAILY,8,12,2025
2025-11-19,AUD,2.3779,2025-12-19,A,DAILY,19,11,2025
2025-11-25,KRW,0.0025,2025-12-19,A,DAILY,25,11,2025
2025-12-05,CLP,0.0040,2025-12-19,A,DAILY,5,12,2025
2025-11-25,NZD,2.0565,2025-12-19,A,DAILY,25,11,2025
2025-12-09,BGN,2.1648,2025-12-19,A,DAILY,9,12,2025
2025-12-01,JPY,0.0234,2025-12-19,A,DAILY,1,12,2025
2025-11-19,PHP,0.0622,2025-12-19,A,DAILY,19,11,2025
2025-12-12,SEK,0.3884,2025-12-19,A,DAILY,12,12,2025
2025-11-24,ZAR,0.2120,2025-12-19,A,DAILY,24,11,2025
2025-12-05,CAD,2.6043,2025-12-19,A,DAILY,5,12,2025
2025-11-20,CAD,2.6112,2025-12-19,A,DAILY,20,11,2025
2025-11-25,INR,0.0411,2025-12-19,A,DAILY,25,11,2025
2025-12-17,UAH,0.0849,2025-12-19,A,DAILY,17,12,2025
2025-12-11,IDR,0.0002,2025-12-19,A,DAILY,11,12,2025
2025-12-18,KRW,0.0024,2025-12-19,A,DAILY,18,12,2025
2025-11-19,NOK,0.3623,2025-12-19,A,DAILY,19,11,2025
2025-12-01,SEK,0.3854,2025-12-19,A,DAILY,1,12,2025
2025-12-11,MYR,0.8791,2025-12-19,A,DAILY,11,12,2025
2025-11-24,TRY,0.0865,2025-12-19,A,DAILY,24,11,2025
2025-12-11,BRL,0.6603,2025-12-19,A,DAILY,11,12,2025
2025-12-01,CZK,0.1751,2025-12-19,A,DAILY,1,12,2025
2025-12-12,IDR,0.0002,2025-12-19,A,DAILY,12,12,2025
2025-12-05,SGD,2.8042,2025-12-19,A,DAILY,5,12,2025
2025-12-15,MYR,0.8779,2025-12-19,A,DAILY,15,12,2025
2025-11-21,MXN,0.1999,2025-12-19,A,DAILY,21,11,2025
2025-11-25,DKK,0.5663,2025-12-19,A,DAILY,25,11,2025
2025-11-27,GBP,4.8242,2025-12-19,A,DAILY,27,11,2025
2025-12-16,PHP,0.0612,2025-12-19,A,DAILY,16,12,2025
2025-12-03,ILS,1.1209,2025-12-19,A,DAILY,3,12,2025
2025-12-03,CHF,4.5312,2025-12-19,A,DAILY,3,12,2025
2025-11-19,GBP,4.8116,2025-12-19,A,DAILY,19,11,2025
2025-12-03,CAD,2.6037,2025-12-19,A,DAILY,3,12,2025
2025-12-19,ZAR,0.2141,2025-12-19,A,DAILY,19,12,2025
2025-11-19,HKD,0.4706,2025-12-19,A,DAILY,19,11,2025
2025-12-01,GBP,4.8145,2025-12-19,A,DAILY,1,12,2025
2025-12-08,THB,0.1140,2025-12-19,A,DAILY,8,12,2025
2025-12-02,PHP,0.0623,2025-12-19,A,DAILY,2,12,2025
2025-12-12,HUF,0.0110,2025-12-19,A,DAILY,12,12,2025
2025-12-03,XDR,4.9746,2025-12-19,A,DAILY,3,12,2025
2025-12-05,BGN,2.1639,2025-12-19,A,DAILY,5,12,2025
2025-12-19,BRL,0.6509,2025-12-19,A,DAILY,19,12,2025
2025-11-21,DKK,0.5689,2025-12-19,A,DAILY,21,11,2025
2025-12-16,USD,3.5930,2025-12-19,A,DAILY,16,12,2025
2025-11-21,THB,0.1135,2025-12-19,A,DAILY,21,11,2025
2025-11-25,NOK,0.3582,2025-12-19,A,DAILY,25,11,2025
2025-12-08,RON,0.8309,2025-12-19,A,DAILY,8,12,2025
2025-12-10,ILS,1.1271,2025-12-19,A,DAILY,10,12,2025
2025-12-15,ILS,1.1189,2025-12-19,A,DAILY,15,12,2025
2025-12-15,MXN,0.1999,2025-12-19,A,DAILY,15,12,2025
2025-11-21,CAD,2.6162,2025-12-19,A,DAILY,21,11,2025
2025-12-01,ILS,1.1138,2025-12-19,A,DAILY,1,12,2025
2025-12-17,XDR,4.9554,2025-12-19,A,DAILY,17,12,2025
2025-11-21,GBP,4.8154,2025-12-19,A,DAILY,21,11,2025
2025-12-03,DKK,0.5665,2025-12-19,A,DAILY,3,12,2025
2025-11-28,ZAR,0.2136,2025-12-19,A,DAILY,28,11,2025
2025-12-15,USD,3.5928,2025-12-19,A,DAILY,15,12,2025
2025-11-26,THB,0.1135,2025-12-19,A,DAILY,26,11,2025
2025-11-20,KRW,0.0025,2025-12-19,A,DAILY,20,11,2025
2025-12-19,MYR,0.8815,2025-12-19,A,DAILY,19,12,2025
2025-12-10,KRW,0.0025,2025-12-19,A,DAILY,10,12,2025
2025-11-24,EUR,4.2345,2025-12-19,A,DAILY,24,11,2025
2025-12-09,CAD,2.6250,2025-12-19,A,DAILY,9,12,2025
2025-12-18,SGD,2.7792,2025-12-19,A,DAILY,18,12,2025
2025-12-18,TRY,0.0838,2025-12-19,A,DAILY,18,12,2025
2025-12-10,HUF,0.0110,2025-12-19,A,DAILY,10,12,2025
2025-12-19,NOK,0.3528,2025-12-19,A,DAILY,19,12,2025
2025-12-16,HUF,0.0110,2025-12-19,A,DAILY,16,12,2025
2025-11-28,BGN,2.1663,2025-12-19,A,DAILY,28,11,2025
2025-11-25,ILS,1.1220,2025-12-19,A,DAILY,25,11,2025
2025-12-15,SEK,0.3868,2025-12-19,A,DAILY,15,12,2025
2025-12-18,DKK,0.5631,2025-12-19,A,DAILY,18,12,2025
2025-11-21,JPY,0.0235,2025-12-19,A,DAILY,21,11,2025
2025-12-10,CHF,4.5119,2025-12-19,A,DAILY,10,12,2025
2025-12-10,CLP,0.0039,2025-12-19,A,DAILY,10,12,2025
2025-12-03,NZD,2.0862,2025-12-19,A,DAILY,3,12,2025
2025-12-05,DKK,0.5666,2025-12-19,A,DAILY,5,12,2025
2025-12-10,MXN,0.1995,2025-12-19,A,DAILY,10,12,2025
2025-12-02,BGN,2.1674,2025-12-19,A,DAILY,2,12,2025
2025-12-05,EUR,4.2321,2025-12-19,A,DAILY,5,12,2025
2025-12-17,CAD,2.6113,2025-12-19,A,DAILY,17,12,2025
2025-12-16,EUR,4.2239,2025-12-19,A,DAILY,16,12,2025
2025-12-15,IDR,0.0002,2025-12-19,A,DAILY,15,12,2025
2025-12-12,UAH,0.0854,2025-12-19,A,DAILY,12,12,2025
2025-12-15,NZD,2.0787,2025-12-19,A,DAILY,15,12,2025
2025-12-17,ILS,1.1165,2025-12-19,A,DAILY,17,12,2025
2025-12-05,UAH,0.0861,2025-12-19,A,DAILY,5,12,2025
2025-11-28,MXN,0.1996,2025-12-19,A,DAILY,28,11,2025
2025-12-04,TRY,0.0851,2025-12-19,A,DAILY,4,12,2025
2025-12-16,NZD,2.0779,2025-12-19,A,DAILY,16,12,2025
2025-12-18,BGN,2.1513,2025-12-19,A,DAILY,18,12,2025
2025-12-10,TRY,0.0852,2025-12-19,A,DAILY,10,12,2025
2025-11-24,PHP,0.0623,2025-12-19,A,DAILY,24,11,2025
2025-12-02,ZAR,0.2132,2025-12-19,A,DAILY,2,12,2025
2025-12-08,GBP,4.8347,2025-12-19,A,DAILY,8,12,2025
2025-12-10,PHP,0.0613,2025-12-19,A,DAILY,10,12,2025
2025-12-03,IDR,0.0002,2025-12-19,A,DAILY,3,12,2025
2025-12-08,NOK,0.3587,2025-12-19,A,DAILY,8,12,2025
2025-12-02,CNY,0.5163,2025-12-19,A,DAILY,2,12,2025
2025-12-05,INR,0.0404,2025-12-19,A,DAILY,5,12,2025
2025-11-19,SGD,2.8110,2025-12-19,A,DAILY,19,11,2025
2025-11-21,UAH,0.0872,2025-12-19,A,DAILY,21,11,2025
2025-12-09,IDR,0.0002,2025-12-19,A,DAILY,9,12,2025
2025-11-19,USD,3.6656,2025-12-19,A,DAILY,19,11,2025
2025-11-28,CZK,0.1752,2025-12-19,A,DAILY,28,11,2025
2025-12-01,ISK,0.0285,2025-12-19,A,DAILY,1,12,2025
2025-11-21,NOK,0.3593,2025-12-19,A,DAILY,21,11,2025
2025-12-08,CLP,0.0039,2025-12-19,A,DAILY,8,12,2025
2025-11-24,MYR,0.8868,2025-12-19,A,DAILY,24,11,2025
2025-12-18,RON,0.8265,2025-12-19,A,DAILY,18,12,2025
2025-12-05,IDR,0.0002,2025-12-19,A,DAILY,5,12,2025
2025-12-15,HKD,0.4617,2025-12-19,A,DAILY,15,12,2025
2025-12-12,MXN,0.1998,2025-12-19,A,DAILY,12,12,2025
2025-11-28,SGD,2.8214,2025-12-19,A,DAILY,28,11,2025
2025-12-18,CLP,0.0039,2025-12-19,A,DAILY,18,12,2025
2025-11-20,DKK,0.5662,2025-12-19,A,DAILY,20,11,2025
2025-11-26,AUD,2.3774,2025-12-19,A,DAILY,26,11,2025
2025-11-27,JPY,0.0234,2025-12-19,A,DAILY,27,11,2025
2025-12-08,ILS,1.1259,2025-12-19,A,DAILY,8,12,2025
2025-11-19,XDR,4.9878,2025-12-19,A,DAILY,19,11,2025
2025-12-05,NZD,2.0970,2025-12-19,A,DAILY,5,12,2025
2025-12-03,BGN,2.1634,2025-12-19,A,DAILY,3,12,2025
2025-12-11,HUF,0.0111,2025-12-19,A,DAILY,11,12,2025
2025-11-19,JPY,0.0235,2025-12-19,A,DAILY,19,11,2025
2025-11-28,CNY,0.5177,2025-12-19,A,DAILY,28,11,2025
2025-12-19,INR,0.0399,2025-12-19,A,DAILY,19,12,2025
2025-12-19,ILS,1.1200,2025-12-19,A,DAILY,19,12,2025
2025-11-24,HUF,0.0111,2025-12-19,A,DAILY,24,11,2025
2025-11-26,CZK,0.1751,2025-12-19,A,DAILY,26,11,2025
2025-12-16,HKD,0.4619,2025-12-19,A,DAILY,16,12,2025
2025-12-18,CNY,0.5098,2025-12-19,A,DAILY,18,12,2025
2025-12-19,MXN,0.1994,2025-12-19,A,DAILY,19,12,2025
2025-12-19,TRY,0.0842,2025-12-19,A,DAILY,19,12,2025
2025-12-11,GBP,4.8316,2025-12-19,A,DAILY,11,12,2025
2025-12-11,DKK,0.5661,2025-12-19,A,DAILY,11,12,2025
2025-12-08,CAD,2.6262,2025-12-19,A,DAILY,8,12,2025
2025-12-19,HKD,0.4619,2025-12-19,A,DAILY,19,12,2025
2025-12-12,ZAR,0.2138,2025-12-19,A,DAILY,12,12,2025
2025-11-24,UAH,0.0866,2025-12-19,A,DAILY,24,11,2025
2025-12-03,CNY,0.5143,2025-12-19,A,DAILY,3,12,2025
2025-12-02,SGD,2.8145,2025-12-19,A,DAILY,2,12,2025
2025-12-19,SGD,2.7809,2025-12-19,A,DAILY,19,12,2025
2025-11-21,NZD,2.0626,2025-12-19,A,DAILY,21,11,2025
2025-12-02,CHF,4.5398,2025-12-19,A,DAILY,2,12,2025
2025-11-28,CAD,2.6088,2025-12-19,A,DAILY,28,11,2025
2025-11-28,SEK,0.3854,2025-12-19,A,DAILY,28,11,2025
2025-12-02,SEK,0.3862,2025-12-19,A,DAILY,2,12,2025
2025-12-18,CZK,0.1724,2025-12-19,A,DAILY,18,12,2025
2025-12-05,AUD,2.4079,2025-12-19,A,DAILY,5,12,2025
2025-11-20,SGD,2.8075,2025-12-19,A,DAILY,20,11,2025
2025-11-24,HKD,0.4718,2025-12-19,A,DAILY,24,11,2025
2025-11-27,CZK,0.1749,2025-12-19,A,DAILY,27,11,2025
2025-11-20,JPY,0.0233,2025-12-19,A,DAILY,20,11,2025
2025-12-11,NZD,2.0977,2025-12-19,A,DAILY,11,12,2025
2025-12-12,PHP,0.0610,2025-12-19,A,DAILY,12,12,2025
2025-12-10,CZK,0.1743,2025-12-19,A,DAILY,10,12,2025
2025-11-20,TRY,0.0864,2025-12-19,A,DAILY,20,11,2025
2025-11-21,AUD,2.3728,2025-12-19,A,DAILY,21,11,2025
2025-12-19,NZD,2.0661,2025-12-19,A,DAILY,19,12,2025
2025-12-10,EUR,4.2274,2025-12-19,A,DAILY,10,12,2025
2025-12-03,ISK,0.0284,2025-12-19,A,DAILY,3,12,2025
2025-12-02,IDR,0.0002,2025-12-19,A,DAILY,2,12,2025
2025-12-05,PHP,0.0615,2025-12-19,A,DAILY,5,12,2025
2025-12-12,GBP,4.8216,2025-12-19,A,DAILY,12,12,2025
2025-12-03,KRW,0.0025,2025-12-19,A,DAILY,3,12,2025
2025-11-25,EUR,4.2301,2025-12-19,A,DAILY,25,11,2025
2025-12-11,CZK,0.1745,2025-12-19,A,DAILY,11,12,2025
2025-11-20,HUF,0.0111,2025-12-19,A,DAILY,20,11,2025
2025-12-16,IDR,0.0002,2025-12-19,A,DAILY,16,12,2025
2025-12-05,GBP,4.8467,2025-12-19,A,DAILY,5,12,2025
2025-12-15,UAH,0.0849,2025-12-19,A,DAILY,15,12,2025
2025-11-28,CLP,0.0039,2025-12-19,A,DAILY,28,11,2025
2025-12-11,TRY,0.0846,2025-12-19,A,DAILY,11,12,2025
2025-12-17,CNY,0.5107,2025-12-19,A,DAILY,17,12,2025
2025-12-04,ZAR,0.2133,2025-12-19,A,DAILY,4,12,2025
2025-11-25,USD,3.6675,2025-12-19,A,DAILY,25,11,2025
2025-11-28,NZD,2.0906,2025-12-19,A,DAILY,28,11,2025
2025-11-25,MXN,0.1983,2025-12-19,A,DAILY,25,11,2025
2025-11-28,THB,0.1138,2025-12-19,A,DAILY,28,11,2025
2025-11-21,ILS,1.1204,2025-12-19,A,DAILY,21,11,2025
2025-12-05,JPY,0.0234,2025-12-19,A,DAILY,5,12,2025
2025-11-19,TRY,0.0865,2025-12-19,A,DAILY,19,11,2025
2025-12-01,THB,0.1137,2025-12-19,A,DAILY,1,12,2025
2025-12-08,HKD,0.4666,2025-12-19,A,DAILY,8,12,2025
2025-11-24,CLP,0.0039,2025-12-19,A,DAILY,24,11,2025
2025-12-01,INR,0.0406,2025-12-19,A,DAILY,1,12,2025
2025-12-17,AUD,2.3795,2025-12-19,A,DAILY,17,12,2025
2025-11-28,UAH,0.0866,2025-12-19,A,DAILY,28,11,2025
2025-11-28,MYR,0.8863,2025-12-19,A,DAILY,28,11,2025
2025-12-01,PHP,0.0622,2025-12-19,A,DAILY,1,12,2025
